City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,shingu,33.7333,135.9833,8.29,74,0,2.51,JP,1681071546
359,kavaratti,10.5669,72.642,27.82,72,0,0.3,IN,1681071546
360,cavalcante,-13.7975,-47.4583,25.11,78,99,1.57,BR,1681071546
361,bintulu,3.1667,113.0333,25.23,88,20,2.06,MY,1681071546
362,tezu,27.9167,96.1667,22.77,46,63,1.78,IN,1681071362
363,nkhotakota,-12.9274,34.2961,22.5,88,76,2.05,MW,1681071547
364,vanavara,60.34,102.2797,-13.89,95,100,2.17,RU,1681071547
365,angoram,-4.0625,144.0661,22.68,99,100,1.4,PG,1681071547
366,hailar,49.2,119.7,7.85,28,97,7.57,CN,1681071547
367,kabalo,-6.05,26.9167,22.05,96,100,1.33,CD,1681071370
368,faridpur,23.6,89.8333,27.18,32,0,2.75,BD,1681071548
369,indiaroba,-11.5192,-37.5117,26.43,72,95,1.95,BR,1681071548
370,mana,5.6592,-53.7767,28.04,65,23,4.12,GF,1681071548
371,obeliai,55.9667,25.15,9.38,86,79,1.12,LT,1681071549
372,salalah,17.0151,54.0924,28.05,74,20,2.06,OM,1681071549
373,okhotsk,59.3833,143.3,-15.62,91,86,4.33,RU,1681071549
374,semey,50.4111,80.2275,1.71,43,0,2.92,KZ,1681071550
375,frolovo,49.7713,43.6622,7.84,55,13,3.24,RU,1681071280
376,alexandria,31.2156,29.9553,19.59,77,100,5.63,EG,1681071551
377,gushikawa,26.3544,127.8686,16.57,82,0,2.57,JP,1681071551
378,mataram,-8.5833,116.1167,24.45,91,100,2.3,ID,1681071551
379,gombong,-7.6072,109.5142,24.03,92,90,1.3,ID,1681071431
380,sabha,27.0377,14.4283,19.56,34,72,6.12,LY,1681071551
381,kenai,60.5544,-151.2583,-6.95,45,20,8.23,US,1681071552
382,kokopo,-4.352,152.2633,25.16,83,100,1.43,PG,1681071552
383,kayerkan,69.3497,87.7602,-29.17,94,70,1.28,RU,1681071552
384,pareora,-44.4871,171.2132,13.43,97,100,0.66,NZ,1681071553
385,takoradi,4.8845,-1.7554,26.36,84,100,4.1,GH,1681071553
386,chicama,-7.8447,-79.1469,29.3,60,100,5.48,PE,1681071433
387,broken hill,-31.95,141.4333,10.13,70,0,3.6,AU,1681071553
388,kyabe,9.4515,18.9449,33.22,17,99,0.47,TD,1681071434
389,rorvik,64.8621,11.2373,5.06,65,1,2.06,NO,1681071554
390,alta floresta,-9.8756,-56.0861,32.9,55,20,1.54,BR,1681071554
391,severo-kurilsk,50.6789,156.125,0.61,97,100,7.85,RU,1681071554
392,tautira,-17.7333,-149.15,26.63,78,100,5.81,PF,1681071554
393,nebbi,2.4783,31.0889,22.2,65,32,2.04,UG,1681071555
394,mitsamiouli,-11.3847,43.2844,27.83,78,34,4.6,KM,1681071555
395,vestmannaeyjar,63.4427,-20.2734,5.19,94,100,8.32,IS,1681071270
396,port-gentil,-0.7193,8.7815,26.98,89,40,3.6,GA,1681071555
397,quelimane,-17.8786,36.8883,24.38,93,6,2.19,MZ,1681071555
398,berlevag,70.8578,29.0864,3.0,87,40,9.26,NO,1681071556
399,broome,42.2506,-75.833,14.22,25,0,0.89,US,1681071556
400,port said,31.2565,32.2841,19.66,78,100,3.85,EG,1681071556
401,grindavik,63.8424,-22.4338,6.97,93,100,2.06,IS,1681071325
402,kishi,9.0833,3.85,30.25,46,100,3.71,NG,1681071557
403,mount gambier,-37.8333,140.7667,11.48,85,77,2.43,AU,1681071557
404,samaipata,-18.15,-63.8667,19.92,49,40,2.7,BO,1681071557
405,nabire,-3.3667,135.4833,23.96,90,85,1.29,ID,1681071557
406,darab,28.7519,54.5444,19.8,46,77,1.18,IR,1681071558
407,evensk,61.95,159.2333,-9.46,67,6,7.39,RU,1681071558
408,arman,59.7,150.1667,-13.89,81,100,3.31,RU,1681071558
409,balabac,7.9868,117.0645,26.43,80,100,2.52,PH,1681071558
410,marihatag,8.7936,126.2969,24.35,85,100,2.36,PH,1681071559
411,loandjili,-4.7561,11.8578,26.58,87,99,2.78,CG,1681071559
412,nanortalik,60.1432,-45.2371,-1.41,90,100,7.5,GL,1681071559
413,atbasar,51.8,68.3333,0.87,57,5,1.36,KZ,1681071559
414,altusried,47.8,10.2167,4.68,88,0,2.97,DE,1681071559
415,verkhoyansk,67.5447,133.385,-30.79,85,3,1.67,RU,1681071559
416,yershov,51.3513,48.2766,7.37,83,100,1.7,RU,1681071560
417,mogok,22.9167,96.5,19.56,28,0,0.77,MM,1681071560
418,tucupita,9.0622,-62.051,30.63,51,100,2.41,VE,1681071560
419,bac lieu,9.285,105.7244,27.63,72,99,4.25,VN,1681071561
420,urusha,54.05,122.9,-11.95,95,100,1.45,RU,1681071561
421,lima,-12.0432,-77.0282,26.14,69,75,6.17,PE,1681071324
422,ancud,-41.8697,-73.8203,10.55,92,100,3.07,CL,1681071449
423,oistins,13.0667,-59.5333,29.05,65,20,8.75,BB,1681071561
424,mtimbira,-8.7833,36.35,22.18,96,81,0.52,TZ,1681071561
425,hinton,53.4001,-117.5857,11.12,59,100,3.17,CA,1681071333
426,nizwa,22.9333,57.5333,23.35,60,52,1.92,OM,1681071562
427,charters towers,-20.1,146.2667,18.98,39,16,1.52,AU,1681071562
428,rio gallegos,-51.6226,-69.2181,8.03,27,20,12.86,AR,1681071562
429,byron bay,-28.65,153.6167,14.66,61,0,3.99,AU,1681071562
430,cayenne,4.9333,-52.3333,28.02,74,100,4.12,GF,1681071563
431,baranain,42.8057,-1.6773,17.05,27,0,3.6,ES,1681071563
432,sioux lookout,50.1001,-91.917,12.04,37,20,7.2,CA,1681071563
433,el alto,-4.2714,-81.2147,28.81,73,100,4.22,PE,1681071564
434,seguin,29.5688,-97.9647,23.73,69,100,3.09,US,1681071564
435,cantaura,9.3057,-64.3584,35.58,26,99,3.98,VE,1681071564
436,divo,5.8397,-5.36,25.37,85,100,2.85,CI,1681071370
437,kuybysheve,47.358,36.6491,7.07,96,50,2.44,UA,1681071564
438,buarcos,40.166,-8.8768,15.19,88,71,3.21,PT,1681071564
439,faya,18.3851,42.4509,17.29,56,0,0.49,SA,1681071564
440,mindelo,16.8901,-24.9804,22.75,56,75,11.83,CV,1681071564
441,aragarcas,-15.8975,-52.2508,28.36,65,75,4.12,BR,1681071565
442,catamarca,-28.4696,-65.7852,30.99,44,10,3.58,AR,1681071565
443,tariba,7.8188,-72.2243,30.31,51,36,2.62,VE,1681071565
444,lake charles,30.2131,-93.2044,18.33,83,100,4.12,US,1681071566
445,georgiyevka,43.0369,74.7114,11.02,71,75,7.0,KZ,1681071566
446,ondjiva,-17.0667,15.7333,24.43,51,100,4.15,AO,1681071566
447,doha,25.2867,51.5333,22.99,64,0,0.51,QA,1681071281
448,marsh harbour,26.5412,-77.0636,25.55,71,86,6.57,BS,1681071567
449,mnogovershinnyy,53.9353,139.9242,-9.17,94,21,1.55,RU,1681071567
450,taonan,45.3333,122.7833,13.05,43,65,8.98,CN,1681071567
451,cumberland,35.0502,-78.8664,17.28,36,0,8.75,US,1681071568
452,sabang,5.8933,95.3214,27.75,73,49,2.14,ID,1681071568
453,lewes,50.8736,0.0113,12.07,73,100,5.36,GB,1681071379
454,petukhovo,55.0692,67.9019,2.35,76,5,4.52,RU,1681071568
455,hay river,60.8156,-115.7999,3.99,70,20,5.66,CA,1681071389
456,cap malheureux,-19.9842,57.6142,25.26,78,100,1.34,MU,1681071300
457,livingstonia,-10.606,34.1063,17.71,89,38,0.78,MW,1681071569
458,sao filipe,14.8961,-24.4956,22.23,71,1,6.15,CV,1681071569
459,sidrolandia,-20.9319,-54.9614,26.12,69,31,1.29,BR,1681071570
460,deputatskiy,69.3,139.9,-15.83,93,100,3.68,RU,1681071570
461,odweyne,9.4092,45.064,25.81,42,30,3.81,SO,1681071570
462,kangaba,11.9333,-8.4167,30.38,42,71,2.43,ML,1681071570
463,salaverry,-8.2333,-78.9667,29.21,80,100,5.72,PE,1681071571
464,manbij,36.5281,37.9549,14.12,66,100,7.58,SY,1681071571
465,bhanvad,21.9264,69.7736,24.95,54,0,2.94,IN,1681071571
466,goundi,9.3627,17.366,34.24,16,100,1.99,TD,1681071571
467,itarema,-2.9248,-39.9167,26.06,86,99,3.89,BR,1681071277
468,kirakira,-10.4544,161.9205,27.09,84,95,2.29,SB,1681071571
469,irpa irpa,-17.7167,-66.2667,25.0,36,63,3.48,BO,1681071571
470,yamada,39.4667,141.95,4.31,81,32,2.9,JP,1681071572
471,kabo,7.6994,18.629,29.14,37,100,1.57,CF,1681071572
472,tahoua,14.8888,5.2692,34.99,8,0,2.06,NE,1681071572
473,pisco,-13.7,-76.2167,27.03,65,0,8.75,PE,1681071274
474,mikhaylovsk,45.1283,42.0256,7.12,93,40,2.0,RU,1681071573
475,tura,25.5198,90.2201,23.1,34,0,1.8,IN,1681071573
476,skegness,53.1436,0.3363,12.04,82,100,7.51,GB,1681071573
477,ulaangom,49.9811,92.0667,-5.38,48,1,3.99,MN,1681071574
478,haines junction,60.7522,-137.5108,0.97,80,100,2.57,CA,1681071574
479,husavik,66.0449,-17.3389,5.62,77,86,9.96,IS,1681071574
480,toccoa,34.5773,-83.3324,18.86,28,0,3.6,US,1681071574
481,amahai,-3.3333,128.9167,25.26,84,56,1.78,ID,1681071574
482,omemee,44.299,-78.5599,12.19,46,0,6.17,CA,1681071574
483,ust-nera,64.5667,143.2,-16.77,92,100,3.19,RU,1681071574
484,kupang,-10.1667,123.5833,25.74,86,100,5.17,ID,1681071575
485,ostrovnoy,68.0531,39.5131,-0.16,95,100,5.04,RU,1681071575
486,vostok,46.4856,135.8833,-1.97,66,7,2.04,RU,1681071575
487,qaqortoq,60.7167,-46.0333,-0.57,87,100,1.93,GL,1681071575
488,marfino,55.7028,37.3822,8.23,75,0,3.0,RU,1681071576
489,zhuhai,22.2769,113.5678,20.88,83,20,5.66,CN,1681071576
490,salinopolis,-0.6136,-47.3561,27.14,81,26,2.9,BR,1681071576
491,dawei,14.0833,98.2,24.64,88,88,0.75,MM,1681071576
492,antofagasta,-23.65,-70.4,22.6,72,3,3.95,CL,1681071548
493,hobyo,5.3505,48.5268,28.88,73,9,7.1,SO,1681071576
494,tarata,-17.6167,-66.0167,22.68,47,89,3.21,BO,1681071577
495,sindou,10.6667,-5.1667,31.22,34,100,1.56,BF,1681071577
496,cossato,45.5739,8.1817,13.75,74,7,0.93,IT,1681071577
497,hare bay,48.8499,-54.0148,-1.22,79,100,4.54,CA,1681071577
498,milkovo,54.7167,158.6167,-2.01,96,100,5.93,RU,1681071577
499,mujiayingzi,42.1167,118.7833,9.85,39,6,3.69,CN,1681071577
500,skjervoy,70.0311,20.9714,0.0,82,96,1.83,NO,1681071578
501,massakory,12.996,15.7293,35.11,16,78,1.86,TD,1681071578
502,northam,51.0333,-4.2167,10.9,91,100,6.0,GB,1681071578
503,ribeira brava,32.65,-17.0667,19.45,76,4,2.38,PT,1681071578
504,phalaborwa,-23.943,31.1411,24.6,59,41,2.11,ZA,1681071578
505,sinnamary,5.3833,-52.95,27.77,68,24,3.96,GF,1681071579
506,pinos puente,37.2511,-3.7497,19.61,23,20,2.57,ES,1681071579
507,port blair,11.6667,92.75,27.17,74,100,1.34,IN,1681071579
508,san rafael,-34.6177,-68.3301,30.99,29,3,5.73,AR,1681071403
509,namibe,-15.1961,12.1522,24.69,73,30,1.7,AO,1681071280
510,shellbrook,53.2168,-106.4011,5.57,77,35,2.68,CA,1681071580
511,cabo san lucas,22.8909,-109.9124,31.45,45,0,2.06,MX,1681071580
512,tamasopo,21.9333,-99.4833,19.7,73,86,2.44,MX,1681071580
513,tayoltita,24.0833,-105.9333,31.66,10,76,3.76,MX,1681071580
514,butembo,0.15,29.2833,14.94,80,100,1.61,CD,1681071580
515,lorengau,-2.0226,147.2712,25.03,91,100,1.91,PG,1681071581
516,ucluelet,48.9329,-125.5528,8.94,93,100,1.34,CA,1681071334
517,wamba,8.9333,8.6,29.52,50,99,0.75,NG,1681071581
518,fomboni,-12.28,43.7425,28.74,71,27,1.16,KM,1681071581
519,aasiaat,68.7098,-52.8699,-8.08,90,100,5.24,GL,1681071582
520,tazmalt,36.3868,4.3989,14.45,55,0,1.21,DZ,1681071582
521,zyryanovsk,49.7386,84.2719,-9.93,93,12,0.67,KZ,1681071582
522,boende,-0.2167,20.8667,24.66,74,98,0.98,CD,1681071582
523,kruisfontein,-34.0033,24.7314,13.82,90,27,3.33,ZA,1681071350
524,pavlivka,49.4414,28.4596,6.82,96,100,1.5,UA,1681071582
525,nantucket,41.2835,-70.0995,9.08,33,0,3.6,US,1681071345
526,seoul,37.5683,126.9778,5.69,75,0,3.09,KR,1681071583
527,black river,18.0264,-77.8487,27.22,69,27,3.0,JM,1681071583
528,palana,59.1167,159.9667,-5.12,75,100,8.81,RU,1681071583
529,ornskoldsvik,63.2909,18.7153,2.53,75,100,1.54,SE,1681071583
530,baiyin,36.5583,104.2081,10.35,24,40,2.19,CN,1681071584
531,vanimo,-2.6741,141.3028,24.74,84,99,1.83,PG,1681071584
532,morgan city,29.6994,-91.2068,18.89,82,100,4.63,US,1681071584
533,leningradskiy,69.3833,178.4167,-18.91,96,100,7.21,RU,1681071584
534,mapiripan,2.8892,-72.1256,25.05,75,92,1.92,CO,1681071584
535,waipawa,-41.4122,175.5153,13.56,92,93,2.75,NZ,1681071584
536,carbonia,39.1672,8.5222,13.36,82,31,2.3,IT,1681071585
537,heihe,50.2441,127.4902,-1.68,77,71,2.97,CN,1681071585
538,mocuba,-16.8392,36.9856,22.87,97,51,1.39,MZ,1681071585
539,makakilo city,21.3469,-158.0858,24.18,80,100,3.6,US,1681071585
540,mehamn,71.0357,27.8492,2.97,87,75,5.66,NO,1681071585
541,peredovaya,44.1172,41.4756,6.66,88,100,1.07,RU,1681071585
542,pringsewu,-5.3582,104.9744,22.76,96,100,1.32,ID,1681071585
543,cape coast,5.1053,-1.2466,27.0,82,100,5.17,GH,1681071585
544,wad rawah,15.1603,33.1397,33.2,10,7,3.4,SD,1681071586
545,karpogory,64.0019,44.4451,-2.52,95,100,2.17,RU,1681071586
546,zaoyang,32.1272,112.7542,14.93,73,100,4.38,CN,1681071586
547,isangel,-19.55,169.2667,27.16,80,3,1.05,VU,1681071586
548,san ramon,37.7799,-121.978,24.12,47,0,4.12,US,1681071416
549,tolaga bay,-38.3667,178.3,18.66,88,19,3.37,NZ,1681071586
550,opuwo,-18.0607,13.84,23.97,40,88,1.5,NA,1681071586
551,okha,53.5739,142.9478,-8.25,84,11,5.27,RU,1681071587
552,filingue,14.3521,3.3168,33.3,11,100,5.54,NE,1681071587
553,harer,9.3094,42.1258,17.41,53,0,1.24,ET,1681071587
554,bendigo,-36.7667,144.2833,8.25,58,58,2.9,AU,1681071587
555,mahajanga,-15.7167,46.3167,26.73,80,1,2.06,MG,1681071587
556,gimli,50.6336,-96.9907,5.01,65,100,7.2,CA,1681071314
557,fare,-16.7,-151.0167,27.08,76,100,6.18,PF,1681071587
558,alice,27.7523,-98.0697,23.94,66,100,3.09,US,1681071587
559,ratzeburg,53.7,10.7667,8.05,83,20,1.54,DE,1681071588
560,bethanien,-26.502,17.1583,14.41,34,0,5.68,NA,1681071588
561,minden,52.2833,8.9167,8.02,77,17,1.54,DE,1681071588
562,baruun-urt,46.6806,113.2792,4.2,33,4,10.8,MN,1681071588
563,nioro,13.35,-15.75,30.3,26,22,3.92,GM,1681071588
564,klaksvik,62.2266,-6.589,7.51,90,100,13.91,FO,1681071588
565,gizo,-8.103,156.8419,26.94,79,100,2.55,SB,1681071588
566,kraksaan,-7.7585,113.3962,24.77,81,100,2.43,ID,1681071588
567,mezinovskiy,55.5042,40.3593,5.89,58,62,0.92,RU,1681071589
568,scottsbluff,41.8666,-103.6672,19.13,21,0,4.63,US,1681071589
569,ust-maya,60.4167,134.5333,-27.43,100,100,0.65,RU,1681071327
570,panguna,-6.3164,155.4848,19.75,93,100,0.94,PG,1681071589
571,kropotkin,45.4375,40.5756,10.22,80,39,2.8,RU,1681071590
572,touba,8.2833,-7.6833,27.13,59,78,2.78,CI,1681071590
573,mount isa,-20.7333,139.5,10.87,76,57,2.06,AU,1681071590
574,astoria,46.1879,-123.8313,12.53,94,100,9.26,US,1681071590
575,bentiu,9.2333,29.8333,34.15,29,97,0.99,SS,1681071590
576,buraydah,26.326,43.975,22.25,11,49,4.92,SA,1681071590
577,tiznit,29.5833,-9.5,23.03,23,98,2.26,MA,1681071590
578,oak harbor,48.2932,-122.6432,14.08,79,100,19.55,US,1681071591
579,tazovskiy,67.4667,78.7,-17.2,95,100,5.94,RU,1681071591
580,la palma,33.8464,-118.0467,30.37,64,20,3.6,US,1681071591
581,bogale,16.2833,95.4,24.69,80,43,2.55,MM,1681071591
582,valdivia,-39.8142,-73.2459,19.05,50,95,1.3,CL,1681071423
